event_id,sport,home_team,away_team,venue_canonical,venue_city,venue_state,event_date,venue_lat,venue_lon
nfl_401772780,nfl,Chicago Bears,Pittsburgh Steelers,Soldier Field,Chicago,IL,2025-11-23T18:00Z,41.8623,-87.6167
nba_401810496,nba,Oklahoma City Thunder,Indiana Pacers,Paycom Center,Oklahoma City,OK,2026-01-24T01:00Z,35.4634,-97.5151
nba_401810569,nba,Memphis Grizzlies,Minnesota Timberwolves,FedExForum,Memphis,TN,2026-02-03T00:30Z,35.1382,-90.0505
nba_401810942,nba,Portland Trail Blazers,Washington Wizards,Moda Center,Portland,OR,2026-03-29T22:00Z,45.5316,-122.6668
nba_401810629,nba,Los Angeles Lakers,San Antonio Spurs,crypto.com Arena,Los Angeles,CA,2026-02-11T03:30Z,34.043,-118.2673
nba_401810944,nba,Oklahoma City Thunder,New York Knicks,Paycom Center,Oklahoma City,OK,2026-03-29T23:30Z,35.4634,-97.5151
nfl_401772766,nfl,Pittsburgh Steelers,Indianapolis Colts,Acrisure Stadium,Pittsburgh,PA,2025-11-02T18:00Z,40.4468,-80.0158
nba_401810296,nba,Toronto Raptors,Golden State Warriors,Scotiabank Arena,Toronto,ON,2025-12-28T20:30Z,43.6435,-79.3791
nba_401810850,nba,Milwaukee Bucks,Cleveland Cavaliers,Fiserv Forum,Milwaukee,WI,2026-03-18T00:00Z,43.045,-87.9172
nfl_401772809,nfl,Tennessee Titans,New Orleans Saints,Nissan Stadium,Nashville,TN,2025-12-28T18:00Z,36.1665,-86.7713
nfl_401772872,nfl,Green Bay Packers,Carolina Panthers,Lambeau Field,Green Bay,WI,2025-11-02T18:00Z,44.5013,-88.0622
nba_401810268,nba,Indiana Pacers,Milwaukee Bucks,Gainbridge Fieldhouse,Indianapolis,IN,2025-12-24T00:30Z,39.7639,-86.1555
nfl_401772967,nfl,Buffalo Bills,New York Jets,Highmark Stadium (Old),Orchard Park,NY,2026-01-04T21:25Z,42.7738,-78.787
nba_401810300,nba,LA Clippers,Detroit Pistons,Intuit Dome,Inglewood,CA,2025-12-29T02:00Z,33.9425,-118.3411
nba_401810118,nba,Portland Trail Blazers,Chicago Bulls,Moda Center,Portland,OR,2025-11-20T03:00Z,45.5316,-122.6668
nba_401810687,nba,Atlanta Hawks,Washington Wizards,State Farm Arena,Atlanta,GA,2026-02-25T00:30Z,33.7573,-84.3963
nba_401869187,nba,Cleveland Cavaliers,Toronto Raptors,Rocket Arena,Cleveland,OH,2026-04-18T17:00Z,41.4965,-81.6882
nba_401810563,nba,New York Knicks,Los Angeles Lakers,Madison Square Garden,New York,NY,2026-02-02T00:00Z,40.7505,-73.9934
nba_401810770,nba,Minnesota Timberwolves,Orlando Magic,Target Center,Minneapolis,MN,2026-03-07T20:00Z,44.9795,-93.276
nba_401869377,nba,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON,2026-04-26T17:00Z,43.6435,-79.3791
nba_401836749,nba,Sacramento Kings,Denver Nuggets,Golden 1 Center,Sacramento,CA,2025-12-12T03:00Z,38.5802,-121.4997
nba_401810402,nba,Utah Jazz,Charlotte Hornets,Delta Center,Salt Lake City,UT,2026-01-11T02:30Z,40.7683,-111.9011
nfl_401772745,nfl,Philadelphia Eagles,Denver Broncos,Lincoln Financial Field,Philadelphia,PA,2025-10-05T17:00Z,39.9008,-75.1675
nba_401810908,nba,Philadelphia 76ers,Chicago Bulls,Xfinity Mobile Arena,Philadelphia,PA,2026-03-25T23:00Z,39.9012,-75.172
nba_401836746,nba,Houston Rockets,LA Clippers,Toyota Center (Houston),Houston,TX,2025-12-12T01:00Z,29.7508,-95.3621
nba_401809989,nba,Denver Nuggets,New Orleans Pelicans,Ball Arena,Denver,CO,2025-10-30T01:00Z,39.7487,-105.0077
nba_401810306,nba,Toronto Raptors,Orlando Magic,Scotiabank Arena,Toronto,ON,2025-12-30T00:30Z,43.6435,-79.3791
nba_401810573,nba,Washington Wizards,New York Knicks,Capital One Arena,Washington,DC,2026-02-04T00:00Z,38.8981,-77.0209
nba_401810404,nba,Memphis Grizzlies,Brooklyn Nets,FedExForum,Memphis,TN,2026-01-11T20:30Z,35.1382,-90.0505
nfl_401772825,nfl,Atlanta Falcons,Los Angeles Rams,Mercedes-Benz Stadium,Atlanta,GA,2025-12-30T01:15Z,33.7554,-84.4008
nba_401810232,nba,Denver Nuggets,Orlando Magic,Ball Arena,Denver,CO,2025-12-19T02:00Z,39.7487,-105.0077
nba_401809969,nba,Philadelphia 76ers,Orlando Magic,Xfinity Mobile Arena,Philadelphia,PA,2025-10-27T23:00Z,39.9012,-75.172
nba_401810422,nba,New Orleans Pelicans,Denver Nuggets,Smoothie King Center,New Orleans,LA,2026-01-14T01:00Z,29.949,-90.0821
nfl_401772714,nfl,Los Angeles Chargers,Kansas City Chiefs,Corinthians Arena,Sao Paulo,,2025-09-06T00:00Z,-23.5453,-46.4742
nba_401836801,nba,Minnesota Timberwolves,Sacramento Kings,Target Center,Minneapolis,MN,2025-12-15T00:00Z,44.9795,-93.276
nba_401810887,nba,Denver Nuggets,Portland Trail Blazers,Ball Arena,Denver,CO,2026-03-22T21:00Z,39.7487,-105.0077
nfl_401772827,nfl,Washington Commanders,New York Giants,Northwest Stadium,Landover,MD,2025-09-07T17:00Z,38.9076,-76.8645
nba_401866755,nba,Charlotte Hornets,Miami Heat,Spectrum Center,Charlotte,NC,2026-04-14T23:30Z,35.2251,-80.8392
nba_401810310,nba,Oklahoma City Thunder,Atlanta Hawks,Paycom Center,Oklahoma City,OK,2025-12-30T01:00Z,35.4634,-97.5151
nba_401810530,nba,Toronto Raptors,New York Knicks,Scotiabank Arena,Toronto,ON,2026-01-29T00:30Z,43.6435,-79.3791
nba_401810694,nba,Phoenix Suns,Boston Celtics,Mortgage Matchup Center,Phoenix,AZ,2026-02-25T02:00Z,33.4457,-112.0712
nba_401809802,nba,Boston Celtics,Detroit Pistons,TD Garden,Boston,MA,2025-11-26T22:00Z,42.3662,-71.0621
nfl_401772956,nfl,Denver Broncos,Los Angeles Chargers,Empower Field at Mile High,Denver,CO,2026-01-04T21:25Z,39.7439,-105.0201
nfl_401772717,nfl,Washington Commanders,Chicago Bears,Northwest Stadium,Landover,MD,2025-10-14T00:15Z,38.9076,-76.8645
nba_401810840,nba,Brooklyn Nets,Portland Trail Blazers,Barclays Center,Brooklyn,NY,2026-03-16T23:30Z,40.6826,-73.9754
nba_401809818,nba,Denver Nuggets,San Antonio Spurs,Ball Arena,Denver,CO,2025-11-29T02:30Z,39.7487,-105.0077
nba_401811046,nba,Philadelphia 76ers,Milwaukee Bucks,Xfinity Mobile Arena,Philadelphia,PA,2026-04-12T22:00Z,39.9012,-75.172
nba_401810993,nba,New Orleans Pelicans,Orlando Magic,Smoothie King Center,New Orleans,LA,2026-04-05T23:00Z,29.949,-90.0821
nba_401809505,nba,Chicago Bulls,New York Knicks,United Center,Chicago,IL,2025-11-01T00:00Z,41.8807,-87.6742
nba_401869396,nba,Boston Celtics,Philadelphia 76ers,TD Garden,Boston,MA,2026-04-21T23:00Z,42.3662,-71.0621
nba_401859966,nba,New York Knicks,San Antonio Spurs,Madison Square Garden,New York,NY,2026-06-11T00:30Z,40.7505,-73.9934
nfl_401772732,nfl,New England Patriots,Pittsburgh Steelers,Gillette Stadium,Foxborough,MA,2025-09-21T17:00Z,42.0909,-71.2643
nba_401810304,nba,Brooklyn Nets,Golden State Warriors,Barclays Center,Brooklyn,NY,2025-12-30T00:30Z,40.6826,-73.9754
nba_401871161,nba,Philadelphia 76ers,New York Knicks,Xfinity Mobile Arena,Philadelphia,PA,2026-05-08T23:00Z,39.9012,-75.172
nba_401809834,nba,Toronto Raptors,New York Knicks,Scotiabank Arena,Toronto,ON,2025-12-10T01:30Z,43.6435,-79.3791
nba_401810481,nba,Sacramento Kings,Toronto Raptors,Golden 1 Center,Sacramento,CA,2026-01-22T03:00Z,38.5802,-121.4997
nba_401810511,nba,LA Clippers,Brooklyn Nets,Intuit Dome,Inglewood,CA,2026-01-26T02:00Z,33.9425,-118.3411
nba_401809801,nba,Los Angeles Lakers,LA Clippers,crypto.com Arena,Los Angeles,CA,2025-11-26T04:00Z,34.043,-118.2673
nba_401810501,nba,Orlando Magic,Cleveland Cavaliers,Kia Center,Orlando,FL,2026-01-25T00:00Z,28.5392,-81.3839
nba_401811047,nba,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,Toronto,ON,2026-04-12T22:00Z,43.6435,-79.3791
nba_401810676,nba,Indiana Pacers,Dallas Mavericks,Gainbridge Fieldhouse,Indianapolis,IN,2026-02-22T22:00Z,39.7639,-86.1555
nfl_401772934,nfl,Miami Dolphins,Cincinnati Bengals,Hard Rock Stadium,Miami Gardens,FL,2025-12-21T18:00Z,25.958,-80.2389
nfl_401772823,nfl,Pittsburgh Steelers,Miami Dolphins,Acrisure Stadium,Pittsburgh,PA,2025-12-16T01:15Z,40.4468,-80.0158
nba_401810041,nba,Cleveland Cavaliers,Chicago Bulls,Rocket Arena,Cleveland,OH,2025-11-09T01:00Z,41.4965,-81.6882
nfl_401772952,nfl,Carolina Panthers,Seattle Seahawks,Bank of America Stadium,Charlotte,NC,2025-12-28T18:00Z,35.2258,-80.8528
nba_401810009,nba,Phoenix Suns,San Antonio Spurs,Mortgage Matchup Center,Phoenix,AZ,2025-11-03T01:00Z,33.4457,-112.0712
nba_401810350,nba,Orlando Magic,Indiana Pacers,Kia Center,Orlando,FL,2026-01-04T20:00Z,28.5392,-81.3839
nfl_401772785,nfl,Cleveland Browns,San Francisco 49ers,Huntington Bank Field,Cleveland,OH,2025-11-30T18:00Z,41.5061,-81.6995
nba_401810229,nba,Milwaukee Bucks,Toronto Raptors,Fiserv Forum,Milwaukee,WI,2025-12-19T01:00Z,43.045,-87.9172
nba_401869407,nba,Los Angeles Lakers,Houston Rockets,crypto.com Arena,Los Angeles,CA,2026-04-30T02:00Z,34.043,-118.2673
nba_401809949,nba,New Orleans Pelicans,San Antonio Spurs,Smoothie King Center,New Orleans,LA,2025-10-25T00:00Z,29.949,-90.0821
nba_401809996,nba,San Antonio Spurs,Miami Heat,Frost Bank Center,San Antonio,TX,2025-10-31T00:30Z,29.4269,-98.4375
nfl_401772734,nfl,Jacksonville Jaguars,Houston Texans,EverBank Stadium,Jacksonville,FL,2025-09-21T17:00Z,30.3239,-81.6373
nba_401810187,nba,Dallas Mavericks,Miami Heat,American Airlines Center,Dallas,TX,2025-12-04T01:30Z,32.7905,-96.8104
nba_401810929,nba,Portland Trail Blazers,Dallas Mavericks,Moda Center,Portland,OR,2026-03-28T02:00Z,45.5316,-122.6668
nba_401810494,nba,Memphis Grizzlies,New Orleans Pelicans,FedExForum,Memphis,TN,2026-01-24T01:00Z,35.1382,-90.0505
nba_401811012,nba,Phoenix Suns,Houston Rockets,Mortgage Matchup Center,Phoenix,AZ,2026-04-08T03:00Z,33.4457,-112.0712
nba_401811034,nba,Milwaukee Bucks,Brooklyn Nets,Fiserv Forum,Milwaukee,WI,2026-04-11T00:00Z,43.045,-87.9172
nba_401810358,nba,Boston Celtics,Chicago Bulls,TD Garden,Boston,MA,2026-01-06T00:30Z,42.3662,-71.0621
nba_401810877,nba,Washington Wizards,Oklahoma City Thunder,Capital One Arena,Washington,DC,2026-03-21T21:00Z,38.8981,-77.0209
nba_401810007,nba,Toronto Raptors,Memphis Grizzlies,Scotiabank Arena,Toronto,ON,2025-11-02T23:00Z,43.6435,-79.3791
nba_401810528,nba,Boston Celtics,Atlanta Hawks,TD Garden,Boston,MA,2026-01-29T00:30Z,42.3662,-71.0621
nba_401809788,nba,Dallas Mavericks,LA Clippers,American Airlines Center,Dallas,TX,2025-11-15T01:30Z,32.7905,-96.8104
nba_401810845,nba,LA Clippers,San Antonio Spurs,Intuit Dome,Inglewood,CA,2026-03-17T02:00Z,33.9425,-118.3411
nba_401810688,nba,Brooklyn Nets,Dallas Mavericks,Barclays Center,Brooklyn,NY,2026-02-25T00:30Z,40.6826,-73.9754
nfl_401772941,nfl,Cincinnati Bengals,Pittsburgh Steelers,Paycor Stadium,Cincinnati,OH,2025-10-17T00:15Z,39.0954,-84.516
nba_401809943,nba,Orlando Magic,Atlanta Hawks,Kia Center,Orlando,FL,2025-10-24T23:00Z,28.5392,-81.3839
nba_401810299,nba,Portland Trail Blazers,Boston Celtics,Moda Center,Portland,OR,2025-12-28T23:00Z,45.5316,-122.6668
nba_401810982,nba,Dallas Mavericks,Orlando Magic,American Airlines Center,Dallas,TX,2026-04-04T00:30Z,32.7905,-96.8104
nba_401810462,nba,Los Angeles Lakers,Toronto Raptors,crypto.com Arena,Los Angeles,CA,2026-01-19T02:30Z,34.043,-118.2673
nba_401810489,nba,Portland Trail Blazers,Miami Heat,Moda Center,Portland,OR,2026-01-23T03:00Z,45.5316,-122.6668
nba_401809776,nba,Memphis Grizzlies,Dallas Mavericks,FedExForum,Memphis,TN,2025-11-08T01:00Z,35.1382,-90.0505
nba_401810531,nba,Memphis Grizzlies,Charlotte Hornets,FedExForum,Memphis,TN,2026-01-29T01:00Z,35.1382,-90.0505
nba_401810035,nba,Portland Trail Blazers,Oklahoma City Thunder,Moda Center,Portland,OR,2025-11-06T03:00Z,45.5316,-122.6668
nfl_401772970,nfl,Jacksonville Jaguars,Tennessee Titans,EverBank Stadium,Jacksonville,FL,2026-01-04T18:00Z,30.3239,-81.6373
nba_401810447,nba,Sacramento Kings,Washington Wizards,Golden 1 Center,Sacramento,CA,2026-01-17T03:00Z,38.5802,-121.4997
nfl_401772928,nfl,Philadelphia Eagles,Detroit Lions,Lincoln Financial Field,Philadelphia,PA,2025-11-17T01:20Z,39.9008,-75.1675
nba_401836754,nba,Memphis Grizzlies,Utah Jazz,FedExForum,Memphis,TN,2025-12-13T01:00Z,35.1382,-90.0505
nba_401810135,nba,Oklahoma City Thunder,Portland Trail Blazers,Paycom Center,Oklahoma City,OK,2025-11-24T00:00Z,35.4634,-97.5151
nfl_401772805,nfl,Houston Texans,Las Vegas Raiders,Reliant Stadium,Houston,TX,2025-12-21T21:25Z,29.6847,-95.4107
nba_401810454,nba,Golden State Warriors,Charlotte Hornets,Chase Center,San Francisco,CA,2026-01-18T01:30Z,37.768,-122.3878
nba_401810617,nba,Brooklyn Nets,Chicago Bulls,Barclays Center,Brooklyn,NY,2026-02-10T00:30Z,40.6826,-73.9754
nfl_401772837,nfl,Kansas City Chiefs,Philadelphia Eagles,Arrowhead Stadium,Kansas City,MO,2025-09-14T20:25Z,39.0489,-94.4839
nba_401810143,nba,Milwaukee Bucks,Portland Trail Blazers,Fiserv Forum,Milwaukee,WI,2025-11-25T01:00Z,43.045,-87.9172
nfl_401772881,nfl,Tennessee Titans,Houston Texans,Nissan Stadium,Nashville,TN,2025-11-16T18:00Z,36.1665,-86.7713
nba_401812681,nba,San Antonio Spurs,Guangzhou Loong-Lions,Frost Bank Center,San Antonio,TX,2025-10-07T00:00Z,29.4269,-98.4375
nba_401810327,nba,Detroit Pistons,Miami Heat,Little Caesars Arena,Detroit,MI,2026-01-02T00:00Z,42.341,-83.0553
nba_401810953,nba,Los Angeles Lakers,Washington Wizards,crypto.com Arena,Los Angeles,CA,2026-03-31T02:00Z,34.043,-118.2673
nba_401810667,nba,New Orleans Pelicans,Philadelphia 76ers,Smoothie King Center,New Orleans,LA,2026-02-22T00:00Z,29.949,-90.0821
nba_401839699,nba,Phoenix Suns,Los Angeles Lakers,Mortgage Matchup Center,Phoenix,AZ,2025-12-15T01:00Z,33.4457,-112.0712
nba_401810611,nba,Sacramento Kings,Cleveland Cavaliers,Golden 1 Center,Sacramento,CA,2026-02-08T03:00Z,38.5802,-121.4997
nfl_401772964,nfl,Cincinnati Bengals,Cleveland Browns,Paycor Stadium,Cincinnati,OH,2026-01-04T18:00Z,39.0954,-84.516
nfl_401772731,nfl,Minnesota Vikings,Cincinnati Bengals,U.S. Bank Stadium,Minneapolis,MN,2025-09-21T17:00Z,44.9738,-93.2575
nba_401869411,nba,Detroit Pistons,Orlando Magic,Little Caesars Arena,Detroit,MI,2026-04-22T23:00Z,42.341,-83.0553
nfl_401772633,nfl,Cleveland Browns,Minnesota Vikings,Tottenham Hotspur Stadium,London,,2025-10-05T13:30Z,51.6043,-0.0664
nba_401810201,nba,Houston Rockets,Phoenix Suns,Toyota Center (Houston),Houston,TX,2025-12-06T01:00Z,29.7508,-95.3621
nba_401810892,nba,Atlanta Hawks,Memphis Grizzlies,State Farm Arena,Atlanta,GA,2026-03-23T23:30Z,33.7573,-84.3963
nba_401812722,nba,Charlotte Hornets,Memphis Grizzlies,First Horizon Coliseum,Greensboro,NC,2025-10-15T23:00Z,36.0726,-79.8286
nba_401810978,nba,New York Knicks,Chicago Bulls,Madison Square Garden,New York,NY,2026-04-03T23:30Z,40.7505,-73.9934
nba_401810782,nba,San Antonio Spurs,Houston Rockets,Frost Bank Center,San Antonio,TX,2026-03-09T00:00Z,29.4269,-98.4375
nba_401810239,nba,Cleveland Cavaliers,Chicago Bulls,Rocket Arena,Cleveland,OH,2025-12-20T00:30Z,41.4965,-81.6882
nba_401836798,nba,Atlanta Hawks,Philadelphia 76ers,State Farm Arena,Atlanta,GA,2025-12-14T23:00Z,33.7573,-84.3963
nba_401810037,nba,Phoenix Suns,LA Clippers,Mortgage Matchup Center,Phoenix,AZ,2025-11-07T02:00Z,33.4457,-112.0712
nba_401812729,nba,Chicago Bulls,Minnesota Timberwolves,United Center,Chicago,IL,2025-10-17T00:00Z,41.8807,-87.6742
nba_401812733,nba,New York Knicks,Charlotte Hornets,Madison Square Garden,New York,NY,2025-10-17T23:30Z,40.7505,-73.9934
nba_401810616,nba,Charlotte Hornets,Detroit Pistons,Spectrum Center,Charlotte,NC,2026-02-10T00:00Z,35.2251,-80.8392
nba_401810956,nba,Detroit Pistons,Toronto Raptors,Little Caesars Arena,Detroit,MI,2026-04-01T00:00Z,42.341,-83.0553
nba_401810024,nba,Golden State Warriors,Phoenix Suns,Chase Center,San Francisco,CA,2025-11-05T03:00Z,37.768,-122.3878
nba_401810863,nba,Charlotte Hornets,Orlando Magic,Spectrum Center,Charlotte,NC,2026-03-19T23:00Z,35.2251,-80.8392
nfl_401772866,nfl,Houston Texans,San Francisco 49ers,Reliant Stadium,Houston,TX,2025-10-26T17:00Z,29.6847,-95.4107
nba_401873197,nba,Oklahoma City Thunder,San Antonio Spurs,Paycom Center,Oklahoma City,OK,2026-05-19T00:30Z,35.4634,-97.5151
nba_401810044,nba,Denver Nuggets,Indiana Pacers,Ball Arena,Denver,CO,2025-11-09T02:00Z,39.7487,-105.0077
nfl_401772826,nfl,Seattle Seahawks,Houston Texans,Lumen Field,Seattle,WA,2025-10-21T02:00Z,47.5952,-122.3316
nba_401810111,nba,Indiana Pacers,Charlotte Hornets,Gainbridge Fieldhouse,Indianapolis,IN,2025-11-20T00:00Z,39.7639,-86.1555
nba_401836807,nba,LA Clippers,Memphis Grizzlies,Intuit Dome,Inglewood,CA,2025-12-16T03:30Z,33.9425,-118.3411
nba_401810264,nba,Charlotte Hornets,Washington Wizards,Spectrum Center,Charlotte,NC,2025-12-24T00:00Z,35.2251,-80.8392
nba_401810321,nba,Chicago Bulls,New Orleans Pelicans,United Center,Chicago,IL,2026-01-01T00:00Z,41.8807,-87.6742
nfl_401772762,nfl,Denver Broncos,Dallas Cowboys,Empower Field at Mile High,Denver,CO,2025-10-26T20:25Z,39.7439,-105.0201
nba_401812719,nba,Denver Nuggets,Chicago Bulls,Ball Arena,Denver,CO,2025-10-15T01:00Z,39.7487,-105.0077
nba_401810063,nba,New York Knicks,Memphis Grizzlies,Madison Square Garden,New York,NY,2025-11-12T00:30Z,40.7505,-73.9934
nba_401811055,nba,Portland Trail Blazers,Sacramento Kings,Moda Center,Portland,OR,2026-04-13T00:30Z,45.5316,-122.6668
fake_0,nba,Toronto Raptors,Portland Trail Blazers,Scotiabank Arena,Toronto,ON,2028-02-25T19:00Z,43.6435,-79.3791
fake_1,nba,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,Phoenix,AZ,2027-12-03T19:00Z,33.4457,-112.0712
fake_2,nba,New York Knicks,Orlando Magic,Madison Square Garden,New York,NY,2027-07-23T19:00Z,40.7505,-73.9934
fake_3,nfl,Green Bay Packers,Atlanta Hawks,Lambeau Field,Green Bay,WI,2027-12-13T19:00Z,44.5013,-88.0622
fake_4,nba,Portland Trail Blazers,Boston Celtics,Moda Center,Portland,OR,2027-02-01T19:00Z,45.5316,-122.6668
fake_5,nba,Washington Wizards,Indiana Pacers,Capital One Arena,Washington,DC,2028-05-04T19:00Z,38.8981,-77.0209
fake_6,nba,Detroit Pistons,Phoenix Suns,Little Caesars Arena,Detroit,MI,2027-07-15T19:00Z,42.341,-83.0553
fake_7,nba,Denver Nuggets,Indiana Pacers,Ball Arena,Denver,CO,2028-02-01T19:00Z,39.7487,-105.0077
fake_8,nba,Boston Celtics,Atlanta Hawks,TD Garden,Boston,MA,2027-10-20T19:00Z,42.3662,-71.0621
fake_9,nfl,Arizona Cardinals,Denver Nuggets,State Farm Stadium,Glendale,AZ,2028-01-10T19:00Z,33.5276,-112.2626
fake_10,nba,Minnesota Timberwolves,Memphis Grizzlies,Target Center,Minneapolis,MN,2027-12-18T19:00Z,44.9795,-93.276
fake_11,nba,Denver Nuggets,New York Knicks,Ball Arena,Denver,CO,2027-11-13T19:00Z,39.7487,-105.0077
fake_12,nba,Indiana Pacers,Houston Rockets,Gainbridge Fieldhouse,Indianapolis,IN,2028-05-09T19:00Z,39.7639,-86.1555
fake_13,nba,Houston Rockets,Brooklyn Nets,Toyota Center (Houston),Houston,TX,2027-03-14T19:00Z,29.7508,-95.3621
fake_14,nba,Toronto Raptors,Indiana Pacers,Scotiabank Arena,Toronto,ON,2028-08-26T19:00Z,43.6435,-79.3791
fake_15,nba,Oklahoma City Thunder,Sacramento Kings,Paycom Center,Oklahoma City,OK,2028-04-24T19:00Z,35.4634,-97.5151
fake_16,nba,Charlotte Hornets,Dallas Mavericks,Spectrum Center,Charlotte,NC,2027-08-04T19:00Z,35.2251,-80.8392
fake_17,nba,Denver Nuggets,Milwaukee Bucks,Ball Arena,Denver,CO,2027-07-11T19:00Z,39.7487,-105.0077
fake_18,nba,Denver Nuggets,Charlotte Hornets,Ball Arena,Denver,CO,2028-08-11T19:00Z,39.7487,-105.0077
fake_19,nba,Boston Celtics,Miami Dolphins,TD Garden,Boston,MA,2027-05-11T19:00Z,42.3662,-71.0621
fake_20,nba,Milwaukee Bucks,San Francisco 49ers,Fiserv Forum,Milwaukee,WI,2027-08-11T19:00Z,43.045,-87.9172
fake_21,nba,Cleveland Cavaliers,New Orleans Pelicans,Rocket Arena,Cleveland,OH,2028-05-24T19:00Z,41.4965,-81.6882
fake_22,nfl,New Orleans Saints,Washington Wizards,Caesars Superdome,New Orleans,LA,2028-10-26T19:00Z,29.9511,-90.0812
fake_23,nba,New Orleans Pelicans,Portland Trail Blazers,Smoothie King Center,New Orleans,LA,2028-05-27T19:00Z,29.949,-90.0821
fake_24,nfl,Tampa Bay Buccaneers,Dallas Mavericks,Raymond James Stadium,Tampa,FL,2028-02-19T19:00Z,27.9759,-82.5033
fake_25,nba,Milwaukee Bucks,Cleveland Cavaliers,Fiserv Forum,Milwaukee,WI,2027-11-25T19:00Z,43.045,-87.9172
fake_26,nba,Houston Rockets,Toronto Raptors,Toyota Center (Houston),Houston,TX,2028-12-07T19:00Z,29.7508,-95.3621
fake_27,nba,Team Stripes,Minnesota Vikings,Intuit Dome,Inglewood,CA,2028-12-03T19:00Z,33.9425,-118.3411
fake_28,nfl,Dallas Cowboys,Buffalo Bills,AT&T Stadium,Arlington,TX,2028-11-16T19:00Z,32.7473,-97.0945
fake_29,nba,Indiana Pacers,Detroit Pistons,Gainbridge Fieldhouse,Indianapolis,IN,2028-04-09T19:00Z,39.7639,-86.1555
fake_30,nba,Denver Nuggets,Orlando Magic,Ball Arena,Denver,CO,2028-07-03T19:00Z,39.7487,-105.0077
fake_31,nba,New Orleans Pelicans,Minnesota Timberwolves,Smoothie King Center,New Orleans,LA,2028-10-13T19:00Z,29.949,-90.0821
fake_32,nba,Boston Celtics,Charlotte Hornets,TD Garden,Boston,MA,2028-09-02T19:00Z,42.3662,-71.0621
fake_33,nfl,Los Angeles Rams,Houston Rockets,SoFi Stadium,Inglewood,CA,2027-02-25T19:00Z,33.9535,-118.3392
fake_34,nba,Minnesota Timberwolves,Detroit Pistons,Target Center,Minneapolis,MN,2028-03-21T19:00Z,44.9795,-93.276
fake_35,nba,Memphis Grizzlies,Boston Celtics,FedExForum,Memphis,TN,2028-06-26T19:00Z,35.1382,-90.0505
fake_36,nba,Boston Celtics,Indiana Pacers,TD Garden,Boston,MA,2027-02-09T19:00Z,42.3662,-71.0621
fake_37,nba,Miami Heat,Washington Wizards,Kaseya Center,Miami,FL,2027-08-12T19:00Z,25.7814,-80.187
fake_38,nba,Philadelphia 76ers,Orlando Magic,Xfinity Mobile Arena,Philadelphia,PA,2027-06-01T19:00Z,39.9012,-75.172
fake_39,nba,Utah Jazz,Oklahoma City Thunder,Delta Center,Salt Lake City,UT,2028-07-03T19:00Z,40.7683,-111.9011
fake_40,nba,Miami Heat,Los Angeles Rams,Kaseya Center,Miami,FL,2027-06-10T19:00Z,25.7814,-80.187
fake_41,nba,Denver Nuggets,New York Knicks,Ball Arena,Denver,CO,2027-09-16T19:00Z,39.7487,-105.0077
fake_42,nba,Golden State Warriors,San Antonio Spurs,Chase Center,San Francisco,CA,2027-08-24T19:00Z,37.768,-122.3878
fake_43,nfl,Baltimore Ravens,Toronto Raptors,M&T Bank Stadium,Baltimore,MD,2028-02-10T19:00Z,39.278,-76.6227
fake_44,nba,Houston Rockets,New Orleans Saints,Toyota Center (Houston),Houston,TX,2027-01-28T19:00Z,29.7508,-95.3621
fake_45,nba,Denver Nuggets,Philadelphia 76ers,Ball Arena,Denver,CO,2027-11-26T19:00Z,39.7487,-105.0077
fake_46,nba,Miami Heat,San Francisco 49ers,Kaseya Center,Miami,FL,2027-09-06T19:00Z,25.7814,-80.187
fake_47,nba,Washington Wizards,Chicago Bulls,Capital One Arena,Washington,DC,2028-09-14T19:00Z,38.8981,-77.0209
fake_48,nba,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,Phoenix,AZ,2028-11-06T19:00Z,33.4457,-112.0712
fake_49,nba,Boston Celtics,Portland Trail Blazers,TD Garden,Boston,MA,2028-07-01T19:00Z,42.3662,-71.0621
fake_50,nfl,Atlanta Falcons,Chicago Bulls,Mercedes-Benz Stadium,Atlanta,GA,2027-08-19T19:00Z,33.7554,-84.4008
fake_51,nba,Cleveland Cavaliers,LA Clippers,Rocket Arena,Cleveland,OH,2027-12-07T19:00Z,41.4965,-81.6882
fake_52,nba,Memphis Grizzlies,Philadelphia 76ers,FedExForum,Memphis,TN,2027-10-04T19:00Z,35.1382,-90.0505
fake_53,nfl,Detroit Lions,Miami Heat,Ford Field,Detroit,MI,2027-06-11T19:00Z,42.34,-83.0456
fake_54,nba,Detroit Pistons,Utah Jazz,Little Caesars Arena,Detroit,MI,2027-05-22T19:00Z,42.341,-83.0553
fake_55,nba,Philadelphia 76ers,Washington Wizards,Xfinity Mobile Arena,Philadelphia,PA,2028-10-13T19:00Z,39.9012,-75.172
fake_56,nba,Golden State Warriors,Minnesota Timberwolves,Chase Center,San Francisco,CA,2027-06-12T19:00Z,37.768,-122.3878
fake_57,nba,Houston Rockets,Oklahoma City Thunder,Toyota Center (Houston),Houston,TX,2027-11-23T19:00Z,29.7508,-95.3621
fake_58,nfl,Baltimore Ravens,San Antonio Spurs,M&T Bank Stadium,Baltimore,MD,2027-11-05T19:00Z,39.278,-76.6227
