listing_id,candidate_event_id,label,split,embedding_cosine_sim
L000034,nba_401810386,0,train,0.6101902
L000034,nba_401810403,0,train,0.56957555
L000034,nba_401810395,0,train,0.5723795
L000034,nba_401810406,0,train,0.5457853
L000034,nba_401810385,0,train,0.5757853
L000034,nba_401810390,0,train,0.53943276
L000034,nba_401810376,0,train,0.5628939
L000034,nba_401810411,0,train,0.63404
L000034,nba_401810361,0,train,0.48766145
L000034,nba_401810382,0,train,0.5664532
L000034,nba_401810388,0,train,0.60591227
L000034,nba_401810364,0,train,0.49678594
L000034,nba_401810380,0,train,0.45058274
L000035,nba_401810384,1,train,0.9334668
L000035,nba_401810401,0,train,0.86090994
L000035,nba_401810368,0,train,0.7126595
L000035,nba_401810408,0,train,0.70494807
L000035,nba_401810372,0,train,0.7633786
L000035,nba_401810398,0,train,0.71542984
L000035,nba_401810381,0,train,0.72215337
L000035,nba_401810386,0,train,0.6971561
L000035,nba_401810403,0,train,0.62771523
L000035,nba_401810395,0,train,0.6551335
L000035,nba_401810406,0,train,0.6224271
L000035,nba_401810385,0,train,0.65053713
L000035,nba_401810390,0,train,0.61659867
L000035,nba_401810376,0,train,0.62689745
L000035,nba_401810411,0,train,0.708105
L000035,nba_401810361,0,train,0.5573006
L000035,nba_401810382,0,train,0.65005904
L000035,nba_401810388,0,train,0.66583276
L000035,nba_401810364,0,train,0.5808909
L000035,nba_401810380,0,train,0.531183
L000036,nba_401810558,1,train,0.95971715
L000036,nba_401810542,0,train,0.80155045
L000036,nba_401810578,0,train,0.74422187
L000036,nba_401810586,0,train,0.54604554
L000036,nba_401810535,0,train,0.5697886
L000036,nba_401810544,0,train,0.5663271
L000036,nba_401810562,0,train,0.62178016
L000036,nba_401810574,0,train,0.5740261
L000036,nba_401810547,0,train,0.6637387
L000036,nba_401810541,0,train,0.5429838
L000036,nba_401810565,0,train,0.57951343
L000036,nba_401810560,0,train,0.66236806
L000036,nba_401810575,0,train,0.6028723
L000036,nba_401810579,0,train,0.6007319
L000036,nba_401810567,0,train,0.55431414
L000036,nba_401850920,0,train,0.6480912
L000036,nba_401810580,0,train,0.59213376
L000036,nba_401810551,0,train,0.58684176
L000036,nba_401810549,0,train,0.57478905
L000036,nba_401810548,0,train,0.6489109
L000037,nba_401810558,1,train,0.44337994
L000037,nba_401810542,0,train,0.30715722
L000037,nba_401810578,0,train,0.354115
L000037,nba_401810562,0,train,0.32775107
